Wls,LMS_low,LMS_low_pos,LMS_low_neg,LMS_high,LMS_high_pos,LMS_high_neg,Mel_low,Mel_low_pos,Mel_low_neg,Mel_high,Mel_high_pos,Mel_high_neg
517,0.00432369156443472,0.00428185465650425,0.00436585256059183,0.000410433341004908,0.000338547881971604,0.00048231785277103,0.00117160758507273,0.00106729564799952,0.00127592590462216,0.0160601746756547,0.0157555542713088,0.0163647963183141
518,0.0030571,0.00302725,0.00308695,0.00039367,0.0003435,0.00044384,0.00122015,0.00111055,0.00132975,0.016226,0.0158415,0.01661
519,0.0019434006722768,0.00192464428200789,0.00196205868019829,0.000380851637330873,0.000349066377936405,0.000412637129134742,0.00125549931476656,0.00114206582086304,0.00136890269731272,0.0160885228957544,0.0156378716554869,0.0165388099000843
520,0.0011252,0.00111485,0.0011355,0.000371645,0.00035344,0.00038985,0.0012791,0.00116325,0.0013949,0.0156145,0.0151165,0.0161125
521,0.00068247012145809,0.000676575715464172,0.000688352718615005,0.000365566359671601,0.000355641606282777,0.000375490505690003,0.00129260140586103,0.00117564106854833,0.00140953205612694,0.0147915462413278,0.0142673966067437,0.0153157765813485
522,0.000485215,0.00048126,0.00048917,0.00036392,0.000358455,0.000369385,0.00129865,0.00118155,0.00141575,0.0136655,0.01313,0.014201
523,0.000378989466890841,0.000376201606135418,0.000381779195341688,0.000367669798982723,0.000364617196932488,0.000370725223105245,0.00129847006178933,0.00118200115494365,0.0014149440781795,0.0123166671389344,0.0117779169175382,0.0128553962745215
524,0.00032152,0.00031941,0.00032363,0.00037463,0.000372915,0.00037635,0.0012866,0.0011721,0.0014011,0.010905,0.010372,0.011438
525,0.000298008885978545,0.000296072234994156,0.000299943000018243,0.000382392569397507,0.000381493355987272,0.000383295476889018,0.00125530584698164,0.00114491056167706,0.00136570413115505,0.00957122270293478,0.00905606072310335,0.0100863883205655
526,0.00029139,0.000289375,0.0002934,0.00039081,0.00038988,0.00039174,0.00119445,0.00109125,0.00129765,0.0082995,0.0078185,0.0087805
527,0.000287241239194978,0.000285155703887958,0.000289320054585341,0.00039995554842725,0.000397940629118422,0.000401966619338684,0.00109586280028409,0.00100373159834811,0.00118797064720031,0.00703687954932652,0.00660965269004837,0.00746411294321656
528,0.000283985,0.000281855,0.00028611,0.000408525,0.00040551,0.000411535,0.00096165,0.0008844,0.00103885,0.0057385,0.005383,0.006094
529,0.000282661157241543,0.000280513074454011,0.000284810531640393,0.000415599611893492,0.000412752877539038,0.000418444295756247,0.000800449201881985,0.000741131794930496,0.000859707030043703,0.00439226534975915,0.00412174726670316,0.00466274740656828
530,0.000281935,0.000279965,0.00028391,0.00042318,0.000421185,0.000425175,0.00063675,0.0005957,0.00067775,0.00310905,0.00292485,0.0032932
531,0.00028051038183885,0.000279010123296,0.000282010943853086,0.000433183503998782,0.000431976610725427,0.000434387447636329,0.000496719767187965,0.000471355596929905,0.000522057482624874,0.0020237028016369,0.001914401993139,0.00213300368051034
532,0.00027962,0.00027851,0.000280725,0.000444275,0.000443565,0.00044498,0.000397385,0.000383365,0.0004114,0.001244,0.0011893,0.00129875
533,0.000280598565403056,0.000279442682361991,0.000281751317947262,0.000454965747111381,0.000454419429559255,0.000455511538698439,0.000347119854366154,0.000339319567349884,0.000354921164456799,0.000825148443693257,0.00080020101074086,0.000850131621390375
534,0.00028266,0.00028119,0.00028413,0.000466405,0.00046587,0.000466945,0.00032883,0.000324095,0.000333565,0.00063915,0.000628,0.0006503
535,0.000284682231548924,0.000282903522256035,0.000286458784357866,0.000479870382555696,0.000479313171037553,0.000480432647569915,0.000322455815347419,0.000319733008670557,0.000325180984547929,0.000538749673590072,0.000535633338897564,0.000541861083928164
536,0.00028632,0.00028441,0.000288225,0.000494515,0.00049355,0.00049548,0.000321545,0.000319655,0.00032344,0.00048287,0.000483965,0.00048178
537,0.000287514383401247,0.000285745728613868,0.000289279794621275,0.000509188347665836,0.000507268511290531,0.000511102246021901,0.000323620009244172,0.000321117147967887,0.000326126147351485,0.000457090361946455,0.000458952508668883,0.000455232792896969
538,0.000288575,0.00028711,0.00029004,0.00052365,0.0005213,0.000526,0.000328495,0.000325335,0.000331655,0.00044744,0.000449,0.00044588
539,0.000289870859846088,0.000288734188288494,0.000291008287157034,0.000538438726780959,0.000537077783800321,0.000539825243342481,0.000336249772675895,0.000333696524457896,0.000338801926046131,0.000442386378624107,0.000444754126426904,0.000440020244483962
540,0.00029164,0.000290815,0.000292465,0.0005563,0.0005563,0.00055635,0.000345735,0.00034432,0.00034715,0.0004397,0.000443385,0.00043602
541,0.000294093427214401,0.000293539393232156,0.000294647056750588,0.000579171120210328,0.000579745353508184,0.000578650530608173,0.000355771525052248,0.00035503487920053,0.000356510523463989,0.000439407248557117,0.000443890360623503,0.000434928104167185
542,0.000297465,0.00029709,0.00029784,0.00060355,0.00060425,0.0006029,0.00036629,0.000365785,0.0003668,0.000441255,0.000446055,0.000436455
543,0.000301749806296307,0.000301424488782882,0.000302075985840614,0.00062553929237773,0.000626434552166941,0.000624697634224825,0.000377228502115113,0.000376743333739982,0.000377720355097911,0.000444694002147424,0.000449670056079086,0.000439714213847299
544,0.000305965,0.000305605,0.000306325,0.0006451,0.000646,0.00064425,0.000387445,0.000386885,0.00038801,0.00044827,0.000453765,0.00044277
545,0.000309149847600371,0.000308748276636315,0.000309547749886954,0.000663440460278751,0.000663916437824051,0.000662990182492526,0.0003961169664873,0.00039548553583954,0.000396747431144366,0.000450737992853186,0.000457349415060154,0.000444123790443619
546,0.00031141,0.000311085,0.00031173,0.0006829,0.00068315,0.00068265,0.00040478,0.00040422,0.000405335,0.000452595,0.000460115,0.000445075
547,0.000313207053302209,0.000313162404671859,0.000313251764611568,0.000705580116507264,0.000706430946536855,0.000704722885805072,0.000414983631935689,0.000414729522901859,0.000415236170324624,0.000454588401439832,0.000462080408680298,0.000447096874378224
548,0.00031536,0.00031568,0.000315045,0.0007315,0.00073355,0.00072945,0.000425975,0.00042612,0.000425835,0.000456725,0.00046389,0.00044956
549,0.000318447564190792,0.000319078979676249,0.000317819566666773,0.000760239073692193,0.000763609776028529,0.000756874524287186,0.000436785380769946,0.000437250747553025,0.000436328512557139,0.000458843401387486,0.000466137075218655,0.000451549962043483
550,0.00032173,0.000322615,0.000320845,0.0007917,0.0007959,0.0007875,0.000447885,0.00044853,0.000447245,0.00046085,0.000468585,0.000453115
551,0.000324462689934622,0.000325561676623146,0.000323363718721341,0.000830319838723965,0.000834504949349028,0.000826110267046183,0.000460035469984527,0.000460758736886042,0.000459307904446819,0.000462969243010223,0.000471201915445082,0.000454734527447843
552,0.0003272,0.00032845,0.00032595,0.00089835,0.0009025,0.00089415,0.000473725,0.00047476,0.00047269,0.00046663,0.000475605,0.00045765
553,0.00033061417607072,0.000331928063831167,0.000329296808447864,0.00102871907141195,0.00103353917657536,0.00102384065752808,0.000489110864291946,0.000490900554902807,0.000487351119655584,0.000472728376571622,0.000482810263001015,0.000462639428165143
554,0.00033455,0.000335855,0.00033324,0.00127925,0.0012846,0.00127385,0.0005053,0.0005077,0.00050295,0.000478825,0.00048978,0.000467865
555,0.000338601855782498,0.000339870443052185,0.000337333422487203,0.00170839137562825,0.00171335709434954,0.00170339585284148,0.000521291072847689,0.00052365904350273,0.000518951991930844,0.000482551000703289,0.000493639532550856,0.000471464634891584
556,0.00034219,0.000343525,0.00034086,0.0023522,0.00235695,0.00234745,0.0005367,0.00053905,0.00053435,0.000485155,0.00049622,0.000474095
557,0.000344819650799287,0.000346418288960094,0.000343223876603323,0.00323179042607506,0.00323755119602647,0.00322605093110598,0.000551465469317297,0.000554508271086273,0.000548420912621039,0.000488228245615221,0.000499782231795562,0.00047667078226852
558,0.00034651,0.000348435,0.000344585,0.0043309,0.004338,0.00432375,0.0005662,0.00057035,0.00056205,0.000491115,0.0005036,0.00047862
559,0.000347752041020353,0.000349928901107438,0.000345577946099506,0.00562139067007152,0.00562911937154456,0.00561339417273459,0.000582097049883125,0.000587276622152179,0.000576895607584998,0.000493277266835825,0.000506886540266896,0.000479667236034336
560,0.00035041,0.000352845,0.00034798,0.007065,0.007073,0.0070565,0.000602,0.00060785,0.0005961,0.000496895,0.0005116,0.00048221
561,0.000355648435119302,0.000358421731610154,0.000352875588998654,0.00862000939363885,0.00862846506779529,0.00861095987795566,0.000627390081150205,0.000633441490305011,0.000621277907038967,0.000503592062041477,0.000519180357136853,0.000488045273594138
562,0.00036046,0.00036348,0.000357435,0.010241,0.01025,0.0102315,0.00065265,0.0006588,0.00064645,0.00051005,0.00052625,0.000493895
563,0.000362047343502439,0.000365087922451946,0.00035900219790588,0.0119118092553731,0.0119212703572743,0.0119021100654428,0.000680455125516055,0.000687019916627776,0.000673867764259135,0.000513023234998268,0.000529598281185693,0.000496466044589113
564,0.000362625,0.00036572,0.00035953,0.013737,0.013747,0.013727,0.00075375,0.0007612,0.0007463,0.0005145,0.0005315,0.00049748
565,0.000364839690870941,0.000368282828582061,0.000361401244377826,0.0157843160848688,0.0157951410031076,0.0157735373602733,0.000923526916785573,0.000932335093183887,0.000914719785924494,0.000517095622965453,0.000534876518120375,0.000499269923049409
566,0.000368055,0.000372005,0.00036411,0.0178535,0.0178655,0.0178415,0.0012327,0.001243,0.0012224,0.0005207,0.00053975,0.0005016
567,0.000371178268013797,0.000375592013219811,0.000366763449582817,0.0197494264051516,0.0197628531302952,0.019735990493464,0.00172166220734165,0.00173324596063668,0.00171009684204289,0.00052471302313992,0.000545501896332806,0.00050388988821325
568,0.000374575,0.000379335,0.00036981,0.0215655,0.02158,0.021551,0.0024288,0.00244145,0.0024162,0.0005293,0.00055185,0.00050675
569,0.000378644737073871,0.000383626618538695,0.000373663082290907,0.0234216657945248,0.0234365089757116,0.0234068131658708,0.00337906175384782,0.0033926623142694,0.00336552409590395,0.000534614784474865,0.000558522146548399,0.000510749274097592
570,0.000382465,0.00038768,0.000377255,0.0252555,0.025271,0.02524,0.00454565,0.0045603,0.00453095,0.00054,0.00056495,0.0005151
571,0.000385192783690718,0.000390788387625411,0.000379597346253554,0.0269607229167491,0.0269781109668584,0.0269433818430528,0.00588584702726706,0.00590182353228572,0.00586953802434131,0.000544777838960619,0.000570690767473598,0.000518863015396382
572,0.000387625,0.000393745,0.0003815,0.028438,0.0284575,0.0284185,0.007345,0.0073625,0.007327,0.000549,0.0005761,0.00052185
573,0.000390673503163258,0.000397434205959663,0.000383911907694876,0.0295967550384789,0.0296176096568547,0.0295756594619181,0.00888739388708394,0.00890652480658774,0.0088679550567308,0.00055295510968266,0.00058167728355721,0.000524198664316879
574,0.00039407,0.000401605,0.00038654,0.0303745,0.030397,0.0303515,0.010565,0.010586,0.010544,0.00055715,0.0005877,0.0005266
575,0.000397439453656251,0.000405864163535938,0.000389018772966941,0.0307586944293353,0.0307841379057229,0.0307326678092747,0.0124205336743972,0.0124437397413633,0.0123974479987355,0.000562226722308742,0.000594593848297562,0.000529861077336101
576,0.00040116,0.000410385,0.000391935,0.0309085,0.030937,0.0308795,0.014372,0.0143975,0.0143465,0.00056915,0.0006036,0.0005347
577,0.00040566493221174,0.000415458514896586,0.000395869875437359,0.0309992797441799,0.0310297762202538,0.0309684818009829,0.0163223464153274,0.0163500787279589,0.0162943154483273,0.000578525501082372,0.000615691073252541,0.000541388276338716
578,0.000410855,0.00042128,0.00040043,0.0310995,0.031132,0.031067,0.018239,0.0182695,0.018208,0.0005892,0.00062995,0.0005485
579,0.000416478942496791,0.000427863026877718,0.000405097975283622,0.0312292490939451,0.0312648822132618,0.0311939674867937,0.0201137056642932,0.0201486328468011,0.0200784152079554,0.000600458773361771,0.000646266858692273,0.000554679567309036
580,0.00042221,0.00043459,0.000409835,0.031322,0.031361,0.0312835,0.021971,0.0220145,0.0219275,0.0006151,0.00066965,0.00056055
581,0.000427909297801096,0.000441026877592541,0.000414795098428153,0.0313206613800398,0.031362194926699,0.0312793982518424,0.0238220184274997,0.0238825773848369,0.0237618362198511,0.000638439405470544,0.000709747741978365,0.000567130954425141
582,0.000434265,0.000448105,0.000420425,0.0312925,0.031336,0.031249,0.0255915,0.025688,0.0254955,0.00068235,0.00078965,0.00057505
583,0.000441710741298825,0.000456564462752119,0.000426854131003767,0.0313162303858956,0.0313616505799423,0.0312708145058368,0.0271766581257081,0.0273411826138514,0.0270123649126401,0.000760677354756052,0.000937023423394267,0.000584302864990402
584,0.000448835,0.000465015,0.00043265,0.031392,0.0314395,0.0313445,0.028451,0.028734,0.028168,0.0008886,0.0011844,0.00059275
585,0.000454397112003605,0.000472305896398984,0.00043648212755678,0.031486292076378,0.0315362652535316,0.0314360312248103,0.0292913490696679,0.0297635046597574,0.0288193916295883,0.00108382617550525,0.00156877731444457,0.000598845085613253
586,0.000459685,0.000480375,0.00043899,0.0315095,0.031563,0.0314555,0.0296115,0.030366,0.0288575,0.00137285,0.00214015,0.00060555
587,0.000466993310686753,0.000492640076651945,0.000441344858769114,0.0313993513085926,0.0314585384059311,0.0313398730949219,0.0293933830956204,0.0305302362471191,0.0282570685690065,0.00176651794322295,0.00291717981882746,0.000615866792556586
588,0.000480115,0.00051535,0.000444875,0.031259,0.0313285,0.0311895,0.0288545,0.0304155,0.027294,0.0022043,0.0037802,0.00062845
589,0.000502821520249381,0.000555145046993237,0.000450479062366764,0.0311969276892516,0.0312843936227441,0.031109476395502,0.0282123060478506,0.0301765503517663,0.0262486465943855,0.00262057705160293,0.00459993466024559,0.000641368994160402
590,0.0005373,0.0006174,0.00045718,0.0311775,0.0312945,0.0310605,0.0274485,0.0297795,0.025118,0.00300075,0.005347,0.0006547
591,0.000585886858315723,0.000707857860375109,0.000463925141763831,0.0311339379344011,0.0312961371030927,0.03097197132307,0.0264921427129773,0.0291486873458156,0.0238355950534515,0.00334145510036531,0.00601417529019017,0.000668838480801807
592,0.0006531,0.000835,0.000471235,0.031019,0.031246,0.0307925,0.0252975,0.02823,0.0223645,0.00363325,0.006583,0.00068345
593,0.000742976671487727,0.00100579226150633,0.000480183495577911,0.0308134455731439,0.0311279329648851,0.030499513312218,0.0238614356002403,0.0270142002649712,0.0207080981918086,0.00386864004693583,0.00703913917899373,0.000697995832632369
594,0.00085545,0.0012184,0.000492485,0.0305905,0.031015,0.0301665,0.022326,0.02565,0.0190015,0.004054,0.007396,0.00071185
595,0.00099739395573337,0.00148294184359958,0.000511795875924526,0.0304093422730234,0.0309731310373667,0.0298460379280581,0.0208029898860616,0.0242586365942997,0.0173467621793139,0.00420007221189136,0.00767433049383491,0.000725740688668715
596,0.00120755,0.00186615,0.0005489,0.0301805,0.0309505,0.029411,0.019138,0.0226935,0.015582,0.0043212,0.0078965,0.0007459
597,0.00151731000557879,0.00242129661409533,0.000613325500723987,0.0298074978347626,0.030881355385648,0.0287341474755494,0.0171912923555134,0.0208196283578299,0.0135629780909356,0.00442936485549875,0.00807960134566662,0.000779122662692769
598,0.0018968,0.0030912,0.00070245,0.0293145,0.030762,0.0278675,0.015148,0.0188165,0.01148,0.0045235,0.008218,0.00082895
599,0.00231114102195146,0.00380732170001908,0.000815000246179528,0.0287556663879264,0.0306135099200414,0.0268983096697441,0.013226340691885,0.0168922249743806,0.00956088795694359,0.00460395586611366,0.00830376412349859,0.000904062410560209
600,0.0027667,0.00456615,0.00096725,0.0281845,0.030494,0.0258755,0.011452,0.015055,0.007849,0.0046898,0.0083425,0.00103695
601,0.00327722590661538,0.00537562908582835,0.0011787922645579,0.027633461613532,0.0304476674341865,0.0248198013454743,0.00980509487694682,0.0132635342446478,0.00634622008129004,0.0048016179300466,0.00833790466033899,0.0012650839450664
602,0.00384475,0.0062245,0.00146495,0.0270515,0.030426,0.0236775,0.008276,0.0114785,0.005073,0.00494735,0.0082725,0.00162205
603,0.00446503660158702,0.00709580570666754,0.00183422444558886,0.0263802371579458,0.0303674453432127,0.0223932974483586,0.00685434230032776,0.00966995054702832,0.00403872546789627,0.00513294116369993,0.00813542973514543,0.00213073930917421
604,0.0051205,0.007969,0.0022721,0.0256155,0.030251,0.02098,0.0055165,0.0078435,0.00318995,0.005369,0.0079635,0.00277515
605,0.00579218393703652,0.0088239793375015,0.00276082245308665,0.0247634022546849,0.0300638636929626,0.0194628213610911,0.00425002967174212,0.00603181356723894,0.00246857179712488,0.00568947366515368,0.00783175139907928,0.00354774631823676
606,0.006469,0.009646,0.0032927,0.023817,0.0297855,0.0178485,0.00310045,0.0043402,0.0018607,0.006217,0.0079205,0.00451375
607,0.00712700890026688,0.0104060269433265,0.00384864199206453,0.0227694663233147,0.0293833498849369,0.0161559171072769,0.00213188901270375,0.00289472643401592,0.0013689873436042,0.00705770792568536,0.00839343966853746,0.00572205666787874
608,0.007683,0.0110125,0.0043539,0.0216275,0.0287845,0.014471,0.00142495,0.00183185,0.00101805,0.008163,0.0092425,0.0070835
609,0.00806428046189596,0.0113872253891927,0.00474147207865523,0.0203972949520562,0.02792592426729,0.0128688852098013,0.00102702677744286,0.00123249944669738,0.000821535078458326,0.00945475713210488,0.0104094274267709,0.00850001451024827
610,0.0082995,0.011568,0.005031,0.0190695,0.0268245,0.0113145,0.0008362,0.0009451,0.00072725,0.0108915,0.011807,0.009976
611,0.00843249425214927,0.0116079464999028,0.00525708219331456,0.0176511038684606,0.0255276405459032,0.00977485455351786,0.000732960127524793,0.000789582029194564,0.000676341092562497,0.0124418260458951,0.013350350624379,0.0115336040411282
612,0.0084665,0.0115055,0.0054275,0.01623,0.024125,0.0083355,0.00067675,0.0007044,0.00064915,0.014078,0.014993,0.0131635
613,0.00839393002950694,0.0112444261111962,0.00554312414808652,0.0148882895741014,0.0226912635490973,0.00708538407612725,0.000648395212457964,0.000660434936524365,0.000636356801291686,0.0157691886843147,0.016695232575713,0.0148434443252391
614,0.0082045,0.0108045,0.005604,0.013604,0.021199,0.0060085,0.0006353,0.00063975,0.0006308,0.0174685,0.018406,0.016531
615,0.00789084812982297,0.0101692865553126,0.00561217121433937,0.0123256753351339,0.0195909927577077,0.00505972789197312,0.00062832152264335,0.000629434474707976,0.000627200452270758,0.0191477942168462,0.0200934690727688,0.0182020561579156
616,0.00746,0.0093415,0.0055785,0.010988,0.017793,0.00418245,0.00062555,0.0006255,0.00062565,0.02087,0.021814,0.019926
617,0.00693586495120118,0.00835686516755361,0.005514628494556,0.0095664465853631,0.015785890420072,0.00334642935598027,0.000627481196968635,0.000627889664643729,0.000627110139625281,0.0226605094483004,0.0235853286332117,0.0217357060430986
618,0.0063955,0.007364,0.0054265,0.0082135,0.013788,0.00263845,0.000637,0.00064335,0.00063065,0.0243035,0.0251825,0.0234245
619,0.0059060045653723,0.00649544027447302,0.00531625230743661,0.00707066332341373,0.0119994455620044,0.00214157968410582,0.00065654743948211,0.000678188116717107,0.000634902739228116,0.025580230489952,0.0263781538943844,0.0247823071696901
620,0.0054415,0.0057065,0.0051765,0.0060585,0.01031,0.001807,0.0006844,0.00073015,0.00063865,0.0265015,0.027178,0.025825
621,0.00497264803730961,0.00493354248455432,0.00501182477569754,0.00507475637098199,0.00858582733191029,0.00156383315759647,0.000719247795102924,0.000797064118487843,0.000641410153462255,0.0271365060918915,0.0276504932892506,0.026622502778141
622,0.00454925,0.00421435,0.0048842,0.00414685,0.006909,0.00138485,0.0007656,0.00088565,0.0006455,0.0275585,0.027882,0.027235
623,0.00423798453538924,0.00361177103730968,0.00486433608977322,0.0033357174426583,0.00541656386035441,0.0012549439355083,0.000827305130106195,0.00100198665933152,0.000652562896922864,0.0278345576424819,0.0279561229486131,0.0277130567177459
624,0.0040939,0.0031875,0.0050005,0.0027067,0.00424955,0.00116385,0.00089975,0.0011407,0.00065875,0.028003,0.0279275,0.0280785
625,0.00416905132113342,0.00299752336620694,0.00534065586520959,0.0023166738583848,0.00352926097667208,0.00110407860037033,0.000980487934472295,0.00130019549418608,0.000660757008846289,0.028076700838181,0.0278196399162971,0.0283334578508754
626,0.00451515,0.00307615,0.005954,0.00218425,0.0032941,0.0010744,0.0010842,0.00150545,0.00066295,0.0279955,0.0275605,0.02843
627,0.0051508601800771,0.00342787299786256,0.00687350294938844,0.0023023683738025,0.00352537348295726,0.0010793354130104,0.00122402438200463,0.00177628761392417,0.000671765317691979,0.0277159515047942,0.0270938173861986,0.0283377993787526
628,0.005963,0.0039596,0.007966,0.00259955,0.0040589,0.00114015,0.0013898,0.00208535,0.00069425,0.0273345,0.026522,0.028147
629,0.0068287392085582,0.00457001589234283,0.00908720733723666,0.00299668389640518,0.00471281384149887,0.00128052974758809,0.0015681770375092,0.00239990405011726,0.000736450470385796,0.026959680642642,0.0259604030389085,0.0279589696341141
630,0.0077185,0.0052225,0.0102145,0.00344855,0.00538,0.0015171,0.00175635,0.0027129,0.0007998,0.0266085,0.0254175,0.0277995
631,0.00862688923569011,0.00590043218276611,0.0113536052016649,0.00392644604057676,0.00598653365104728,0.00186633934663726,0.00195568621795856,0.00302433993560679,0.000887026550764836,0.0262670134246376,0.0248687579581674,0.0276655095847911
632,0.009552,0.0066025,0.012502,0.00443385,0.0065165,0.0023512,0.0021737,0.00333675,0.00101065,0.025889,0.0242645,0.027514
633,0.0104850163486814,0.00732445537659273,0.0136462468561036,0.00497493819128779,0.00696772655431203,0.00298226911586287,0.00241499684065656,0.00364912370745557,0.00118089957655486,0.0254403906588076,0.0235711901284218,0.0273101170267215
634,0.011386,0.008035,0.0147375,0.0055245,0.007335,0.0037142,0.0026664,0.0039438,0.00138905,0.024968,0.022845,0.0270915
635,0.0122174828695844,0.00870799631086297,0.0157268448739206,0.00606343869427208,0.00761424763170462,0.00451274668991125,0.0029176826694152,0.00420098398457092,0.00163441264301573,0.0245179864401319,0.0221379815281453,0.026898584808323
636,0.012983,0.009365,0.0166005,0.0066265,0.007809,0.005444,0.0031882,0.004409,0.0019674,0.024053,0.021396,0.0267105
637,0.013683739672981,0.0100218093799554,0.0173456236482141,0.00724060078162387,0.0079226579188695,0.00655853162449213,0.00349394748168265,0.00455774035426076,0.00243014360138223,0.0235341010806649,0.020567508758997,0.0265006687399864
638,0.0142705,0.0106235,0.017918,0.0078475,0.0079505,0.0077445,0.0038079,0.00463525,0.00298055,0.0229995,0.0197175,0.026281
639,0.0147031834384916,0.0111169536693155,0.0182897855332229,0.00838522067923243,0.0078841831928174,0.00888621431212024,0.00410160865385421,0.00463440459838604,0.00356883170145536,0.0224974842372084,0.0189217959358669,0.0260727402317312
640,0.0150285,0.011527,0.01853,0.008862,0.007709,0.010015,0.00438395,0.00456925,0.00419865,0.0220395,0.018183,0.025896
641,0.0152967140730525,0.0118843759427826,0.0187089842188941,0.00929245400144641,0.00740242180986091,0.0111827361270269,0.00466841790290051,0.00445371625219507,0.00488302959279632,0.0216243369705014,0.0174865574975356,0.0257625578330888
642,0.0154855,0.0121655,0.0188055,0.0096465,0.006917,0.0123765,0.00494965,0.0042801,0.005619,0.021237,0.0168225,0.025652
643,0.0155654602692985,0.012343792559554,0.0187870900912005,0.00989596331498191,0.00621825456773894,0.0135742161797721,0.00522068223454376,0.00404055539283366,0.00640054992735937,0.020860417880786,0.0161819740739907,0.0255388409359137
644,0.0155515,0.012435,0.018668,0.010065,0.0053485,0.014782,0.005487,0.0037483,0.0072255,0.020483,0.015556,0.0254095
645,0.0154720698497536,0.0124673913190015,0.0184770304163038,0.0101891302386259,0.00437521616918331,0.0160035241538846,0.00575759065892445,0.00341912467647028,0.00809603944776621,0.0201001165063546,0.0149478587065018,0.0252520159232564
646,0.0153655,0.012477,0.0182545,0.010297,0.00338975,0.0172045,0.006043,0.00305805,0.009028,0.0197295,0.01441,0.025049
647,0.0152618228316872,0.0124909546644399,0.0180330382435844,0.0104065782305144,0.00249121200552782,0.0183216247046895,0.00634541137975843,0.00267305840128522,0.0100176047815758,0.0193870535937957,0.0139985286000023,0.0247756578710607
648,0.015148,0.012493,0.017803,0.0105,0.0017859,0.0192135,0.006632,0.00229475,0.010969,0.019059,0.013735,0.024383
649,0.0150032013234974,0.0124609775232388,0.0175451291093586,0.0105563693393166,0.00134330455870542,0.0197693520273575,0.00687188882204183,0.00194914796838884,0.0117947289259307,0.0187234191184625,0.0136190268934892,0.0238277900925008
650,0.0148185,0.0123925,0.017244,0.0105785,0.0010785,0.020079,0.007077,0.00162135,0.012533,0.0183555,0.013597,0.023114
651,0.014594371874323,0.012293322742605,0.0168948203189813,0.0105764444122193,0.000888244759650489,0.0202650296858806,0.00726609583207426,0.0012967059751594,0.0132354795147015,0.0179418324323543,0.0136117388260411,0.0222719317589361
652,0.014357,0.012182,0.0165315,0.0105655,0.00075045,0.0203805,0.0074425,0.0010025,0.013882,0.0175175,0.013645,0.02139
653,0.0141296861792105,0.0120741690063413,0.0161850271147161,0.0105567280118061,0.00066019765269262,0.02045296672912,0.00760554034966112,0.000768940630973547,0.0144415405152633,0.0171158761521202,0.0136818303023463,0.0205499203717549
654,0.0138985,0.011961,0.015836,0.010539,0.0006001,0.0204775,0.007754,0.000596,0.0149115,0.016715,0.0136815,0.0197485
655,0.0136479459088348,0.0118329387320298,0.0154626962221543,0.0105022685405561,0.000553977129579029,0.0204500408976392,0.00788849276928126,0.00047615025094641,0.0153003584242452,0.016290600459165,0.0136105649645735,0.0189706367540444
656,0.0133935,0.011702,0.0150845,0.010463,0.00052295,0.0204025,0.0080175,0.0004021,0.0156325,0.0158645,0.0134905,0.0182385
657,0.0131577801854502,0.0115847010655396,0.0147305629966667,0.0104400728259695,0.000508949453991262,0.0203708071803231,0.00814917607321384,0.000365337740240815,0.0159329007877561,0.0154687220112197,0.0133623473393595,0.0175750951120674
658,0.012961,0.011494,0.014428,0.0104355,0.000499845,0.020371,0.0082825,0.000352235,0.016213,0.01513,0.0132905,0.0169695
659,0.0128124958493644,0.011434882005812,0.014190114291179,0.010444315155566,0.000484338179455923,0.0204042928810683,0.0084128029378634,0.000350275663090332,0.0164757884247307,0.0148603239959562,0.0133308581779883,0.0163897952976859
660,0.0126805,0.011384,0.013977,0.0104505,0.00046852,0.0204325,0.00853,0.00035651,0.016704,0.014618,0.013482,0.015754
661,0.0125321114170921,0.0113172709112124,0.0137472298386174,0.0104397290517667,0.000460533453185044,0.0204188337954038,0.00862561217533256,0.000370419607397857,0.0168811955133213,0.0143601695049554,0.0137241574486871,0.0149961611971891
662,0.012371,0.011236,0.0135065,0.0104155,0.00045934,0.0203715,0.008703,0.000391645,0.0170145,0.014093,0.0140215,0.0141645
663,0.0121988084822672,0.0111385343493385,0.0132594038543513,0.0103761436373674,0.0004609455078039,0.0202913094373164,0.00876024836080635,0.000418552157318241,0.017101804521984,0.0138214979842222,0.0143151995272633,0.0133278724135577
664,0.0119725,0.010986,0.012959,0.0102815,0.000458715,0.0201045,0.0087625,0.00044425,0.0170805,0.013497,0.0144705,0.0125235
665,0.0116488421538392,0.0107392791914338,0.0125582797439772,0.0100910713987636,0.000448338890599357,0.0197342409553304,0.00867358188144204,0.000462650513329181,0.0168844613987428,0.013070276058156,0.0143577944422597,0.0117824116485801
666,0.0112285,0.0103955,0.0120615,0.0098015,0.00043745,0.019166,0.008485,0.000476135,0.016494,0.0125435,0.013944,0.0111425
667,0.010724197902376,0.00996316138492646,0.0114855396697399,0.00942094576757799,0.000433180179798672,0.0184088517413619,0.00819979911342549,0.000488017039365036,0.015911599883045,0.0119328977831539,0.0132476852036981,0.0106180434921218
668,0.010153,0.00946,0.0108465,0.0089665,0.000428715,0.017504,0.0078395,0.00049687,0.015182,0.0112595,0.0123975,0.010122
669,0.00953311623665694,0.00890563776886039,0.0101609365770633,0.0084575205309244,0.000417054765205954,0.016497414579222,0.00742784666485598,0.000500951954210674,0.0143547015690774,0.0105440078092285,0.0115346522429481,0.00955403938293272
670,0.008883,0.008318,0.009448,0.0079135,0.000404405,0.015422,0.006979,0.000502,0.013456,0.009801,0.0107405,0.008862
